Job_Name,Company_Name,Time_Posted,Applicants,Location,Job_Type
Data Analyst,Spendflo,5 days ago,200,"Chennai, Tamil Nadu, India",Full-time
Product Engineer I - Matching/ Data Analyst,Experian,1 week ago,103 applicants,"Mumbai, Maharashtra, India",Full-time
Senior Data Analyst,Atkins,6 days ago,11 applicants,"Bengaluru, Karnataka, India",Full-time
Marketing Operations Data Analyst,Hewlett Packard Enterprise,2 weeks ago,38 applicants,"Bengaluru, Karnataka, India",Part-time
Senior Analytic Consultant,Wells Fargo,2 days ago,2 applicants,"Bengaluru, Karnataka, India",Full-time
Lead II - Data Analysis,UST,3 days ago,171 applicants,"Bengaluru, Karnataka, India",Contract
Marketing Operations Data Analyst,Hewlett Packard Enterprise,1 week ago,38 applicants,"Bengaluru, Karnataka, India",Full-time
Business and Data Analyst,Raise Financial Services,6 days ago,200,"Mumbai, Maharashtra, India",Full-time
"Lead Analyst, Data Management & Quantitative Analysis",BNY Mellon,5 days ago,48 applicants,"Pune, Maharashtra, India",Full-time
Interesting Job Opportunity: BeepKart - Senior Data Analyst,BeepKart,2 days ago,9 applicants,"Bengaluru, Karnataka, India",Full-time
Forecasting Analyst,NewAge Products Inc.,1 week ago,200,India,Full-time
Data Analyst,Dimensions HRD Consultants,2 days ago,200,Pune/Pimpri-Chinchwad Area,Part-time
Senior Business Intelligence Analyst,ApplyBoard,1 week ago,200,"Gurgaon, Haryana, India",Part-time
Manager - Business Analyst (7-10 Years Experience in Pharma / FMCG / Startup),Antal International,6 days ago,40 applicants,"Mumbai, Maharashtra, India",Full-time
EA_P&U_Data Analyst (P&U OT)_Staff,EY,4 days ago,68 applicants,"Mumbai, Maharashtra, India",Full-time
Customer Analytics & Insights - Lead Analyst/Assistant Manager,S&P Global,1 week ago,138 applicants,"Bengaluru, Karnataka, India",Full-time
Senior Data Analyst,Novo,3 days ago,151 applicants,"Bengaluru, Karnataka, India",Full-time
Data Analyst,Entrupy,3 days ago,182 applicants,"Bengaluru East, Karnataka, India",Full-time
Data Transformation Analyst II,S&P Global,3 weeks ago,41 applicants,"Hyderabad, Telangana, India",Full-time
Senior Business Intelligence Analyst,Wolters Kluwer,5 days ago,181 applicants,"Pune, Maharashtra, India",Full-time
Senior Analytic Consultant,Infiniti Research Ltd.,3 days ago,200,"Bengaluru, Karnataka, India",Part-time
Sr. Analytics Consultant,Experian,2 weeks ago,46 applicants,"Mumbai, Maharashtra, India",Full-time
Data Analyst,Dimensions HRD Consultants,4 days ago,200,Pune/Pimpri-Chinchwad Area,Full-time
Kaleidofin - Data Analyst - Python/SQL,Kaleidofin Private Limited,5 days ago,119 applicants,"Bengaluru, Karnataka, India",Full-time
Data Analyst,Right Advisors Private Limited,4 days ago,200,"Chennai, Tamil Nadu, India",Full-time
"Senior Analyst, Data Management & Quantitative Analysis",BNY Mellon,6 days ago,12 applicants,"Pune, Maharashtra, India",Full-time
Data analyst / Data scientist,GFL Recruitment Private Limited,6 days ago,77 applicants,"Mumbai, Maharashtra, India",Contract
Data Analyst,Toolyt,2 days ago,200,"Bengaluru, Karnataka, India",Full-time
Associate III - Data Analysis,UST,3 days ago,185 applicants,"Thiruvananthapuram, Kerala, India",Part-time
Lead Data Analyst,LearningMate,3 weeks ago,200,"Mumbai, Maharashtra, India",Full-time
Azure Data Analyst,System Soft Technologies,2 weeks ago,200,India,Full-time
Data Analyst(OBIA/OBIEE/ODI/ETL),"GE Appliances, a Haier company",2 weeks ago,200,"Hyderabad, Telangana, India",Full-time
Analytics & Reporting Specialist,Nokia,6 days ago,75 applicants,"Chennai, Tamil Nadu, India",Full-time
Data Analyst,Laundryheap,5 days ago,200,"Bengaluru, Karnataka, India",Part-time
Data Analyst,Turing,5 days ago,200,India,Full-time
Sr. Business Intelligence (BI) Analyst,TE Connectivity,3 weeks ago,50 applicants,"Bengaluru, Karnataka, India",Full-time
Senior BI Analyst,Hexagon Asset Lifecycle Intelligence,5 days ago,11 applicants,"Hyderabad, Telangana, India",Full-time
Data Analyst,Optum,2 days ago,200,"Noida, Uttar Pradesh, India",Full-time
Data Analyst,eTeam,3 days ago,55 applicants,"Pune, Maharashtra, India",Full-time
EA_P&U_Data Analyst (P&U OT)_Staff,EY,1 week ago,72 applicants,"Kolkata, West Bengal, India",Full-time
Business & Data Analyst,LG Ad Solutions,1 week ago,107 applicants,"Bengaluru, Karnataka, India",Full-time
Data Analyst,Springer Nature Technology and Publishing Solutions,4 days ago,158 applicants,"Pune, Maharashtra, India",Full-time
Lead Data Analyst,Vestas,1 week ago,200,"Chennai, Tamil Nadu, India",Full-time
Senior Data Analyst,Atkins,1 week ago,5 applicants,"Bengaluru, Karnataka, India",Full-time
Senior Data Management Analyst,Wells Fargo,1 week ago,1 applicant,"Bengaluru, Karnataka, India",Part-time
Senior Data Analyst,Novo,5 days ago,151 applicants,"Bengaluru, Karnataka, India",Contract
Data Analyst,Fitelo,1 week ago,200,"Sahibzada Ajit Singh Nagar, Punjab, India",Full-time
Senior Data Analyst,Funding Societies | Modalku Group,1 day ago,200,"Bengaluru, Karnataka, India",Full-time
Data Analyst,AECOM,1 week ago,200,"Bengaluru East, Karnataka, India",Full-time
Data Research Analyst,Berkadia,3 days ago,200,"Hyderabad, Telangana, India",Full-time
Lead - Data Analyst,Citi,1 week ago,156 applicants,"Chennai, Tamil Nadu, India",Full-time
Big Data Developer & Analyst,Experian,1 week ago,141 applicants,"Hyderabad, Telangana, India",Part-time
Senior Analytics Consultant,Wells Fargo,1 week ago,1 applicant,"Hyderabad, Telangana, India",Full-time
Data Analyst,Reality Premedia Services Pvt Ltd,3 days ago,7 applicants,"Pune, Maharashtra, India",Full-time
Business Analyst - Data Science,PayU,3 days ago,129 applicants,"Bengaluru, Karnataka, India",Full-time
Lead II - Data Analysis,UST,3 days ago,123 applicants,"Bengaluru, Karnataka, India",Part-time
Product Analyst,Rupifi,5 days ago,21 applicants,"Bengaluru North, Karnataka, India",Full-time
Lead II - Data Analysis,UST,3 days ago,56 applicants,"Thiruvananthapuram, Kerala, India",Part-time
Reference Data Management - Index and Benchmark - Analyst,JPMorgan Chase & Co.,3 days ago,54 applicants,"Mumbai, Maharashtra, India",Full-time
Advanced Analytics Specialist,Hewlett Packard Enterprise,1 week ago,12 applicants,"Bengaluru, Karnataka, India",Full-time
Principal - Quantitative Analysis (Data Analytics/Statistical Analysis ),Gartner,5 days ago,16 applicants,"Gurgaon, Haryana, India",Full-time
Data Analyst - Senior Associate,PwC,3 weeks ago,64 applicants,"Hyderabad, Telangana, India",Full-time
Advanced Analytics Specialist,Hewlett Packard Enterprise,2 weeks ago,12 applicants,"Bengaluru, Karnataka, India",Contract
Data Analyst,Acme Services,3 days ago,200,"Mumbai, Maharashtra, India",Full-time
Power BI,Diverse Lynx,2 weeks ago,21 applicants,"Gurgaon, Haryana, India",Full-time
Data Analyst,Ampstek,6 days ago,182 applicants,"Hyderabad, Telangana, India",Part-time
Item Data Analyst,Target,3 weeks ago,166 applicants,"Bengaluru, Karnataka, India",Full-time
Business Intelligence Specialist,IDESLABS PRIVATE LIMITED,2 weeks ago,59 applicants,"Bangalore Urban, Karnataka, India",Full-time
Data Science-Consultant - Operation Research,Wipro,1 month ago,110 applicants,"Bengaluru, Karnataka, India",Full-time
BI Specialist - Qlik - Pricing Analytics - Bangalore,Chubb,3 days ago,200,Greater Bengaluru Area,Full-time
Data Researcher III,S&P Global,2 weeks ago,200,"Gurgaon, Haryana, India",Part-time
Statistician,IBM,5 days ago,60 applicants,"Kochi, Kerala, India",Full-time
Interesting Job Opportunity: KreditBee - Data Analyst/Senior Data Analyst - Python/SQL,KreditBee,3 weeks ago,180 applicants,"Bengaluru, Karnataka, India",Full-time
"Senior Analyst, Data Science (R-13734)",Dun & Bradstreet,1 week ago,46 applicants,"Chennai, Tamil Nadu, India",Full-time
Customer Senior Data Analyst for eCommerce,HP,5 days ago,200,"Bengaluru, Karnataka, India",Full-time
Data Analyst,Falcon Smart IT (FalconSmartIT),2 weeks ago,98 applicants,"Bengaluru, Karnataka, India",Full-time
Lead Data Analyst,Sophos,6 days ago,200,"Bengaluru, Karnataka, India",Full-time
Dataanalyst+Qlikview_Deepanshi_TTP,CodersBrain,3 weeks ago,25 applicants,"Bengaluru, Karnataka, India",Full-time
Senior Biostatistician,Biorasi,3 weeks ago,52 applicants,India,Full-time
Lead Data Analyst,The Economist,1 week ago,200,"Gurugram, Haryana, India",Full-time
Senior Associate Business Intelligence Analyst,NTT Ltd.,1 week ago,200,"Bengaluru, Karnataka, India",Full-time
Data Analyst,Alp Consulting Ltd.,3 days ago,35 applicants,"Bengaluru, Karnataka, India",Part-time
PMO Data Analyst,Medline India,2 weeks ago,32 applicants,"Pune, Maharashtra, India",Full-time
Data Analyst â Consumer (Digital),Alp Consulting Ltd.,2 weeks ago,21 applicants,"Karnataka, India",Contract
"Consultant, Development (4.5-6 years)-Analytics Development",Infogain,1 week ago,13 applicants,"Bengaluru, Karnataka, India",Full-time
Data Science,TransUnion,2 weeks ago,23 applicants,"Pune, Maharashtra, India",Full-time
"Data Quality Analyst with Python / R, SQL",ISS | Institutional Shareholder Services,3 weeks ago,69 applicants,"Mumbai, Maharashtra, India",Full-time
BI Test Analyst,WPP,9 months ago,200,"Chennai, Tamil Nadu, India",Full-time
Senior Data Scientist - INDIA,Quantium,4 months ago,113 applicants,"Hyderabad, Telangana, India",Part-time
Data Analyst - R/SAS/MATLAB,Visionkrid Studio Pvt Ltd,1 week ago,2 applicants,"Bengaluru, Karnataka, India",Full-time
Analytics Consultant,Wells Fargo,2 weeks ago,26 applicants,"Bengaluru, Karnataka, India",Full-time
USPBA Data Scientist C11,Citi,2 months ago,50 applicants,"Bengaluru, Karnataka, India",Part-time
USPBA Data Scientist C11,Citi,2 weeks ago,50 applicants,"Bengaluru, Karnataka, India",Full-time
"SR. SPECIALIST, DATA ANALYTICS",AT&T,1 week ago,88 applicants,"Chennai, Tamil Nadu, India",Full-time
Collegedunia.com - Data Analyst,Collegedunia,2 months ago,123 applicants,"Gurgaon, Haryana, India",Full-time
Product Analyst - Platform Analytics,Victoria's Secret,2 weeks ago,94 applicants,"Bengaluru, Karnataka, India",Full-time
"Business Intelligence Analyst, Data Insights and Visualization",General Mills,3 weeks ago,192 applicants,"Mumbai, Maharashtra, India",Full-time
Data Analyst,Maruti Suzuki India Limited,3 weeks ago,200,"New Delhi, Delhi, India",Full-time
Data Science-Consultant - Operation Research,Wipro,2 weeks ago,111 applicants,"Bengaluru, Karnataka, India",Part-time
Data Analyst - SQL - FinTech Startup,Unnati,6 days ago,164 applicants,"Mumbai, Maharashtra, India",Full-time
Lead Quantitative Analytics Specialist,Wells Fargo,3 weeks ago,1 applicant,"Bengaluru, Karnataka, India",Full-time
Senior Data Analyst,Flexmoney Technologies Pvt Ltd,2 weeks ago,200,"Mumbai, Maharashtra, India",Full-time
EA_P&U_Data Analyst (P&U OT)_Staff,EY,3 months ago,68 applicants,"Mumbai, Maharashtra, India",Contract
Analyst Insights and Analytics,DSM,2 weeks ago,86 applicants,"Hyderabad, Telangana, India",Full-time
Data Analyst,Mr n Mrs Pet,6 days ago,11 applicants,"Jaipur, Rajasthan, India",Part-time
"Senior Analyst, Data Management & Quantitative Analysis",BNY Mellon,6 days ago,5 applicants,"Chennai, Tamil Nadu, India",Full-time
BI Test Analyst,WPP,4 days ago,200,"Chennai, Tamil Nadu, India",Full-time
"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,1 day ago,10 applicants,"Pune, Maharashtra, India",Full-time
Data Analyst,NxtWave,3 months ago,200,"Hyderabad, Telangana, India",Full-time
Expression of Interest: Data Analyst,Fingerprint for Success (F4S),2 weeks ago,200,India,Full-time
Data Research Analyst,Berkadia,2 days ago,200,"Hyderabad, Telangana, India",Full-time
Biostatistician PhD - Home based,Emmes,2 weeks ago,200,India,Part-time
ServiceNow Performance Analytics and Reporting Analyst,Workday,1 month ago,200,"Pune, Maharashtra, India",Full-time
Expression of Interest: Data Analyst,Fingerprint for Success (F4S),3 days ago,200,India,Full-time
Sr Data Analyst,Target,2 weeks ago,42 applicants,"Bengaluru, Karnataka, India",Full-time
Senior Clinical Data Analyst,Parexel,4 days ago,108 applicants,"Serilingampalli, Telangana, India",Full-time
Data Analyst,Mantys (YC W23),1 week ago,105 applicants,"Bengaluru, Karnataka, India",Part-time
Data Analyst (10),ITI Data,2 days ago,18 applicants,"Ramban, Jammu & Kashmir, India",Full-time
"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,1 month ago,18 applicants,"Pune, Maharashtra, India",Full-time
Senior Power BI Specialist,ICF,2 weeks ago,105 applicants,"Delhi Cantonment, Delhi, India",Full-time
BI Analyst,Ecolab,1 month ago,200,"Bengaluru East, Karnataka, India",Full-time
SCM Business Intelligence Analyst,WhiteCrow Research,1 month ago,2 applicants,"Hyderabad, Telangana, India",Full-time
Senior Data Analyst,Mobile Programming LLC,1 month ago,27 applicants,"Chennai, Tamil Nadu, India",Part-time
Data Analyst,Reality Premedia Services Pvt Ltd,2 weeks ago,7 applicants,"Pune, Maharashtra, India",Full-time
Sr. Data Researcher I,S&P Global,1 month ago,48 applicants,"Gurgaon, Haryana, India",Full-time
Data Analyst,TechnoScience (Domnic Lewis International LLC),1 week ago,200,"Bengaluru, Karnataka, India",Contract
Data Analyst,Saama,1 month ago,200,"Pune, Maharashtra, India",Full-time
Data Scientist/Quantitative Analyst,Antier Solutions,1 month ago,10 applicants,"Sahibzada Ajit Singh Nagar, Punjab, India",Full-time
Senior Analyst Data Modelling,PepsiCo,1 week ago,85 applicants,"Hyderabad, Telangana, India",Full-time
Research - Data Analyst / Senior Data Analyst,ISG (Information Services Group),1 week ago,200,"Bengaluru, Karnataka, India",Part-time
Data Science - Sr Analyst - Compliance Testing Analytics,Citi,2 weeks ago,33 applicants,"Chennai, Tamil Nadu, India",Full-time
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,1 month ago,157 applicants,"Pune, Maharashtra, India",Part-time
D&M metrics Analyst,Citi,1 month ago,14 applicants,"Mumbai, Maharashtra, India",Full-time
Data Analyst,Falcon Smart IT (FalconSmartIT),1 month ago,99 applicants,"Bengaluru, Karnataka, India",Full-time
Lead analytics consultant,Wells Fargo,1 month ago,8 applicants,"Chennai, Tamil Nadu, India",Full-time
Forecasting Analyst,NewAge Products Inc.,8 minutes ago,200,India,Full-time
"Business Intelligence Analyst, Operations",Calix,15 hours ago,200,"Bengaluru, Karnataka, India",Full-time
Senior Quantitative Researcher,Escalent,1 month ago,200,India,Full-time
Data Analyst,Acme Services,1 month ago,200,"Mumbai, Maharashtra, India",Part-time
Senior Biostatistician for based Pharma MNC,Elixir Consulting (A Gi Group Holding company),2 weeks ago,3 applicants,"Bengaluru, Karnataka, India",Full-time
Lead II - Data Analysis,UST,1 month ago,4 applicants,"Thiruvananthapuram, Kerala, India",Full-time
Analyst - Data Analytics,TIAA,2 weeks ago,21 applicants,"Mumbai, Maharashtra, India",Full-time
Senior Data Analyst(JR00107792),Bajaj Finserv,1 week ago,65 applicants,"Pune, Maharashtra, India",Full-time
Manager-Data Analyst,SULEKHA .COM NEW MEDIA PRIVATE LIMITED,1 month ago,49 applicants,"Chennai, Tamil Nadu, India",Full-time
Associate III - Data Analysis,UST,1 month ago,186 applicants,"Thiruvananthapuram, Kerala, India",Full-time
Senior Data Analyst,House of Shipping,3 days ago,200,"Chennai, Tamil Nadu, India",Full-time
Microsoft Analytics,Alp Consulting Ltd.,2 weeks ago,29 applicants,"Pune, Maharashtra, India",Part-time
Data Analyst - EdTech,HR Consultancy,6 days ago,140 applicants,"Gurgaon, Haryana, India",Contract
Product Analyst II,InMobi,2 weeks ago,149 applicants,"Bengaluru, Karnataka, India",Full-time
Data and Geospatial Analyst II,Catholic Relief Services,5 days ago,85 applicants,"Lucknow, Uttar Pradesh, India",Full-time
Principal - Quantitative Analysis (Data Analytics/Statistical Analysis ),Gartner,2 weeks ago,16 applicants,"Gurgaon, Haryana, India",Full-time
Lead I - Data Analysis,UST,3 weeks ago,118 applicants,"Thiruvananthapuram, Kerala, India",Full-time
Data Analyst (2022-23 Batch),Unite Career Solutions,1 week ago,200,"Nagpur, Maharashtra, India",Full-time
Data Analyst,Yo Hr Consultancy,1 week ago,43 applicants,"Chennai, Tamil Nadu, India",Part-time
"Lead Analyst, Data Management Quantitative Analysis",BNY Mellon,1 week ago,3 applicants,"Chennai, Tamil Nadu, India",Full-time
Technical Lead - Data & Analytics,Johnson Controls,2 weeks ago,146 applicants,"Pune, Maharashtra, India",Full-time
Senior Data Research Analyst - Thematic & Factor Specialist,S&P Global,3 days ago,156 applicants,"Mumbai, Maharashtra, India",Full-time
Associate Statistician,GSK,2 weeks ago,118 applicants,"Bengaluru, Karnataka, India",Full-time
Junior Data Analyst / Business Analyst,Unite Career Solutions,1 week ago,200,"Pune, Maharashtra, India",Part-time
Data Analyst - Big Data/Python,Emproto Technologies,3 weeks ago,4 applicants,Greater Kolkata Area,Full-time
Senior Business Intelligence Analyst,Diebold Nixdorf,2 weeks ago,106 applicants,"Hyderabad, Telangana, India",Full-time
"Senior Analyst, Data Management & Quantitative Analysis",BNY Mellon,2 weeks ago,47 applicants,"Pune, Maharashtra, India",Full-time
"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,2 weeks ago,31 applicants,"Pune, Maharashtra, India",Part-time
Lead Data Analyst,Blinkit,5 days ago,157 applicants,"Gurgaon, Haryana, India",Full-time
